cell_id,lon_min,lat_min,lon_max,lat_max,date,year,month,ndvi,rainfall,lst_c,pdsi,vpd,aet,def,lon,lat
0,-14.5,13.5,-13.5,14.5,2002-11-01,2002,11,0.29634,17.788,31.984,-0.32,1.879,12.088,68.764,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2002-12-01,2002,12,0.29568,15.558,32.004,-0.317,1.797,16.24,71.853,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-01-01,2003,1,0.32146,18.315,29.731,-0.322,1.781,13.271,66.472,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-02-01,2003,2,0.3618,20.133,30.854,-0.377,1.786,19.44,69.132,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-03-01,2003,3,0.39762,24.552,30.087,0.15,1.723,16.228,63.594,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-04-01,2003,4,0.42592,59.227,33.574,0.066,1.899,26.605,57.986,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-05-01,2003,5,0.44039,72.49,34.362,0.253,1.905,35.348,58.062,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-06-01,2003,6,0.41537,71.914,34.833,-0.092,1.957,29.115,59.004,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-07-01,2003,7,0.39813,63.285,34.733,-0.089,2.001,30.461,62.738,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-08-01,2003,8,0.36083,44.387,33.364,-0.213,1.96,23.518,62.083,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-09-01,2003,9,0.36776,19.422,30.263,0.063,1.75,15.6,65.629,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-10-01,2003,10,0.35382,17.957,29.132,-0.433,1.616,12.97,67.245,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-11-01,2003,11,0.32044,16.071,28.372,-0.293,1.528,13.802,73.314,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2003-12-01,2003,12,0.35699,15.171,27.861,0.447,1.575,15.747,69.007,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-01-01,2004,1,0.35139,27.235,27.96,0.036,1.703,19.11,65.647,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-02-01,2004,2,0.36876,14.821,28.634,-0.224,1.624,17.329,70.748,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-03-01,2004,3,0.39986,27.296,29.165,-0.158,1.611,20.512,65.727,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-04-01,2004,4,0.43333,60.996,33.439,-0.011,1.693,31.697,60.562,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-05-01,2004,5,0.45135,71.837,33.147,0.401,1.789,31.407,58.613,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-06-01,2004,6,0.41388,69.548,36.415,0.032,2.067,33.152,53.849,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-07-01,2004,7,0.39971,58.674,36.085,-0.107,1.887,27.821,66.541,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-08-01,2004,8,0.36122,32.902,34.281,-0.287,1.857,19.28,70.112,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-09-01,2004,9,0.35236,21.391,31.617,-0.277,1.957,17.603,71.004,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-10-01,2004,10,0.3314,19.134,28.908,0.008,1.574,19.158,66.963,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-11-01,2004,11,0.35594,25.005,29.524,0.002,1.543,19.104,63.453,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2004-12-01,2004,12,0.34367,18.247,30.208,-0.423,1.588,17.411,64.558,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-01-01,2005,1,0.36484,17.636,29.129,-0.102,1.485,17.783,67.89,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-02-01,2005,2,0.34971,21.976,30.303,-0.359,1.716,15.226,70.618,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-03-01,2005,3,0.39267,28.148,29.61,0.054,1.754,20.583,66.403,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-04-01,2005,4,0.42437,53.705,31.246,0.068,1.813,29.273,58.571,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-05-01,2005,5,0.43045,69.417,36.05,0.058,1.894,33.361,58.418,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-06-01,2005,6,0.42701,74.654,37.449,0.284,2.241,31.229,54.338,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-07-01,2005,7,0.39481,65.078,35.719,0.336,1.932,26.088,57.53,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-08-01,2005,8,0.35885,34.178,34.446,-0.301,1.917,14.708,68.007,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-09-01,2005,9,0.3237,15.849,31.354,-0.586,2.022,14.055,73.254,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-10-01,2005,10,0.31221,15.693,29.892,-0.313,1.832,15.519,70.123,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-11-01,2005,11,0.27157,17.582,31.107,-0.885,1.795,9.791,69.445,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2005-12-01,2005,12,0.29642,20.622,30.389,-0.316,2.066,14.661,74.623,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-01-01,2006,1,0.29482,17.601,30.153,-1.041,1.931,12.772,74.381,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-02-01,2006,2,0.32527,23.768,29.895,-0.917,2.078,14.538,67.21,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-03-01,2006,3,0.33287,25.483,30.795,-0.947,2.02,15.779,71.459,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-04-01,2006,4,0.3752,43.617,35.006,-0.618,2.094,21.838,68.214,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-05-01,2006,5,0.36816,59.995,37.849,-0.307,2.486,28.213,66.561,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-06-01,2006,6,0.33113,54.28,40.524,-0.557,2.518,21.424,67.438,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-07-01,2006,7,0.30632,39.525,36.989,-0.913,2.478,20.448,75.058,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-08-01,2006,8,0.28794,26.162,36.755,-1.005,2.432,14.052,73.874,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-09-01,2006,9,0.2682,18.953,31.938,-0.35,2.307,13.715,76.18,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-10-01,2006,10,0.26988,18.386,31.635,-1.016,2.163,10.613,75.659,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-11-01,2006,11,0.26413,20.569,31.907,-0.664,2.086,14.993,68.776,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2006-12-01,2006,12,0.25551,15.106,29.638,-0.461,2.158,10.417,70.248,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-01-01,2007,1,0.31844,4.865,30.757,-0.759,2.012,10.245,71.531,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-02-01,2007,2,0.31933,15.858,31.12,-0.516,2.05,14.116,71.245,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-03-01,2007,3,0.29214,22.512,34.252,-1.224,2.413,11.124,79.249,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-04-01,2007,4,0.33448,36.618,36.998,-0.742,2.501,15.221,70.23,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-05-01,2007,5,0.33383,50.737,38.493,-0.446,2.381,22.722,63.386,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-06-01,2007,6,0.32549,49.528,38.214,-0.661,2.534,18.644,70.379,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-07-01,2007,7,0.33591,47.653,37.743,-0.51,2.499,20.327,71.11,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-08-01,2007,8,0.30712,39.851,35.81,-0.873,2.245,15.146,68.784,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-09-01,2007,9,0.28829,15.718,32.399,-1.048,2.22,12.972,74.171,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-10-01,2007,10,0.2928,14.706,31.344,-1.051,1.987,13.303,70.516,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-11-01,2007,11,0.30003,18.077,29.541,-0.343,1.973,14.449,66.134,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2007-12-01,2007,12,0.27354,12.692,30.586,-0.53,2.153,9.862,71.034,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-01-01,2008,1,0.28886,18.259,32.3,-0.591,2.139,10.47,68.923,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-02-01,2008,2,0.33433,15.623,30.381,-0.619,1.851,14.066,71.156,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-03-01,2008,3,0.3441,27.831,30.285,-0.422,2.054,17.35,66.189,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-04-01,2008,4,0.37896,47.0,33.094,-0.722,2.142,20.208,63.746,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-05-01,2008,5,0.3819,62.441,36.936,0.151,2.167,26.209,64.845,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-06-01,2008,6,0.35629,55.936,39.104,-0.549,2.487,20.742,61.212,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-07-01,2008,7,0.34292,56.673,40.223,-0.923,2.327,22.457,66.636,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-08-01,2008,8,0.32222,28.434,36.027,-1.095,2.321,19.228,72.624,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-09-01,2008,9,0.29561,14.708,31.932,-1.291,2.155,10.498,79.284,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-10-01,2008,10,0.27797,16.621,32.351,-0.523,2.018,11.577,72.864,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-11-01,2008,11,0.26513,22.168,30.559,-0.618,1.921,14.183,71.218,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2008-12-01,2008,12,0.34014,13.498,27.394,-0.426,1.464,17.585,69.135,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-01-01,2009,1,0.36094,17.465,27.663,-0.169,1.859,17.967,68.71,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-02-01,2009,2,0.38115,19.653,29.583,0.079,1.627,16.868,66.149,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-03-01,2009,3,0.39461,29.838,30.197,-0.238,1.694,20.099,67.893,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-04-01,2009,4,0.41323,43.616,31.279,-0.575,1.705,22.618,62.53,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-05-01,2009,5,0.42874,74.369,34.496,0.299,1.962,31.107,55.221,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-06-01,2009,6,0.4236,71.572,36.479,0.112,2.11,28.706,59.871,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-07-01,2009,7,0.37743,58.779,34.832,0.159,1.999,25.15,61.963,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-08-01,2009,8,0.35093,43.55,31.45,-0.396,2.058,23.495,66.863,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-09-01,2009,9,0.3412,14.5,29.05,-0.441,1.862,14.421,70.869,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-10-01,2009,10,0.35009,20.953,29.548,-0.626,1.489,20.106,70.082,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-11-01,2009,11,0.33221,16.238,27.174,-0.036,1.813,17.815,67.032,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2009-12-01,2009,12,0.33034,16.651,28.923,-0.531,1.843,20.354,70.872,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-01-01,2010,1,0.34835,16.024,30.026,-0.242,1.835,17.263,70.775,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-02-01,2010,2,0.33518,21.746,29.902,-0.344,1.745,14.43,72.865,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-03-01,2010,3,0.37812,31.471,31.148,0.004,1.844,19.532,64.92,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-04-01,2010,4,0.37571,48.812,33.468,-0.237,2.001,27.016,67.477,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-05-01,2010,5,0.39695,61.27,36.625,-0.21,2.064,26.081,61.8,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-06-01,2010,6,0.3677,53.666,39.094,-0.906,2.361,24.262,70.196,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-07-01,2010,7,0.33179,53.405,38.161,-0.783,2.411,22.52,71.365,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-08-01,2010,8,0.29386,36.024,35.798,-0.809,2.349,16.109,70.314,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-09-01,2010,9,0.26712,16.182,32.198,-0.886,2.206,11.123,76.422,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-10-01,2010,10,0.2892,11.655,31.153,-1.159,1.943,6.886,75.053,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-11-01,2010,11,0.27783,16.177,31.587,-1.513,2.161,14.808,71.588,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2010-12-01,2010,12,0.25461,14.433,31.083,-0.957,2.254,14.751,74.034,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-01-01,2011,1,0.30409,23.532,31.819,-0.813,2.155,14.307,81.244,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-02-01,2011,2,0.31551,19.337,31.137,-0.92,2.103,14.243,74.099,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-03-01,2011,3,0.33308,22.135,31.732,-0.684,1.979,14.639,70.941,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-04-01,2011,4,0.35483,36.064,34.749,-0.806,2.298,14.689,69.659,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-05-01,2011,5,0.3743,53.923,37.321,-0.679,2.365,22.735,62.433,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-06-01,2011,6,0.34595,47.988,39.144,-0.648,2.453,20.2,72.119,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-07-01,2011,7,0.32393,44.508,37.146,-0.544,2.495,18.274,63.663,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-08-01,2011,8,0.30747,25.956,34.793,-0.856,2.274,13.737,75.349,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-09-01,2011,9,0.29897,13.691,31.059,-1.207,2.137,11.601,73.971,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-10-01,2011,10,0.33087,24.439,29.778,-0.544,1.808,16.558,67.165,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-11-01,2011,11,0.3093,15.54,30.388,-0.67,1.939,16.791,74.352,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2011-12-01,2011,12,0.29403,21.151,30.933,-0.472,1.738,16.864,67.589,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-01-01,2012,1,0.33694,18.873,31.064,-0.244,1.735,16.739,68.683,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-02-01,2012,2,0.38993,21.845,30.076,-0.171,1.745,15.731,67.137,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-03-01,2012,3,0.40286,30.436,29.627,0.095,1.708,23.159,66.129,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-04-01,2012,4,0.3901,51.201,32.325,0.177,1.49,23.125,62.797,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-05-01,2012,5,0.43167,71.827,33.671,0.63,1.84,36.833,57.95,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-06-01,2012,6,0.4172,70.97,38.133,-0.141,2.046,30.536,56.598,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-07-01,2012,7,0.40722,58.599,35.258,-0.006,2.005,26.931,62.794,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-08-01,2012,8,0.35567,41.505,32.603,0.091,1.908,19.524,66.423,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-09-01,2012,9,0.34082,20.914,28.68,-0.208,1.848,17.856,65.509,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-10-01,2012,10,0.33485,21.644,28.576,0.003,1.787,21.885,70.275,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-11-01,2012,11,0.3415,19.881,29.165,-0.201,1.679,19.45,67.157,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2012-12-01,2012,12,0.34333,17.403,28.475,-0.256,1.696,18.449,66.814,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-01-01,2013,1,0.33815,23.345,29.189,0.163,1.629,15.462,64.069,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-02-01,2013,2,0.36917,16.236,28.895,-0.352,1.718,17.462,68.752,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-03-01,2013,3,0.37428,28.314,29.403,-0.239,1.494,20.236,65.776,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-04-01,2013,4,0.42966,56.806,33.092,0.012,1.821,27.086,60.656,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-05-01,2013,5,0.4506,73.861,34.215,0.477,1.802,34.865,59.335,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-06-01,2013,6,0.40488,69.746,35.992,-0.038,2.098,28.353,61.324,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-07-01,2013,7,0.39606,54.655,35.743,0.557,1.917,28.983,63.321,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-08-01,2013,8,0.37322,40.682,33.61,-0.232,2.057,21.214,68.292,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-09-01,2013,9,0.32365,16.483,30.003,-0.322,1.934,15.197,69.325,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-10-01,2013,10,0.31951,15.862,28.642,-0.5,1.687,19.315,75.052,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-11-01,2013,11,0.33456,17.974,30.14,-0.289,1.703,17.393,67.925,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2013-12-01,2013,12,0.31765,18.687,27.59,-0.08,1.647,16.276,67.542,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-01-01,2014,1,0.34515,23.5,29.01,0.111,1.795,19.805,69.088,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-02-01,2014,2,0.38299,25.288,29.865,-0.028,1.71,17.122,68.084,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-03-01,2014,3,0.41275,21.251,28.133,-0.008,1.788,17.643,64.178,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-04-01,2014,4,0.42638,51.662,32.115,0.369,1.753,27.405,59.113,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-05-01,2014,5,0.43118,71.718,34.72,0.228,1.864,31.777,62.403,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-06-01,2014,6,0.38283,67.476,36.728,-0.204,2.077,27.777,64.701,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-07-01,2014,7,0.38145,56.097,37.697,-0.154,2.119,25.36,68.365,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-08-01,2014,8,0.33405,26.859,32.646,-0.519,2.149,17.517,69.124,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-09-01,2014,9,0.31029,21.24,32.249,-0.403,2.044,13.302,73.565,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-10-01,2014,10,0.31987,18.412,30.416,-1.176,1.809,12.219,70.206,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-11-01,2014,11,0.2753,16.53,29.34,-0.855,2.165,17.167,71.06,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2014-12-01,2014,12,0.26214,15.71,29.918,-0.729,1.93,12.708,68.814,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-01-01,2015,1,0.29853,13.777,31.312,-0.66,1.94,13.642,71.675,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-02-01,2015,2,0.29682,19.065,31.363,-0.83,2.107,14.292,72.81,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-03-01,2015,3,0.33231,27.517,32.439,-0.511,2.258,19.069,68.932,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-04-01,2015,4,0.34114,38.017,36.166,-0.949,2.198,18.71,70.133,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-05-01,2015,5,0.35606,52.402,37.0,-0.711,2.529,22.343,70.205,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-06-01,2015,6,0.33036,51.377,39.444,-1.343,2.419,16.262,64.547,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-07-01,2015,7,0.31955,41.065,40.055,-0.462,2.536,18.556,69.782,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-08-01,2015,8,0.28899,32.229,37.058,-0.725,2.456,13.485,70.732,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-09-01,2015,9,0.27104,10.093,32.956,-1.269,2.277,9.666,78.893,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-10-01,2015,10,0.26453,22.472,32.702,-0.332,2.064,15.789,73.126,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-11-01,2015,11,0.26776,14.847,29.771,-1.188,2.159,14.873,71.988,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2015-12-01,2015,12,0.27218,17.987,30.556,-0.535,2.048,16.536,71.781,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-01-01,2016,1,0.31081,21.11,31.075,-0.764,2.011,14.096,69.832,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-02-01,2016,2,0.33601,20.138,31.321,-0.227,2.09,13.755,72.461,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-03-01,2016,3,0.3515,21.011,30.479,-0.141,1.958,14.809,73.727,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-04-01,2016,4,0.39931,38.854,31.52,-0.292,2.014,18.123,66.795,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-05-01,2016,5,0.41898,72.813,36.451,-0.013,2.007,26.594,60.665,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-06-01,2016,6,0.39132,69.118,35.92,-0.332,2.084,29.017,56.625,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-07-01,2016,7,0.38621,60.581,36.924,-0.68,1.999,29.595,55.656,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-08-01,2016,8,0.37647,37.647,32.441,-0.393,1.973,22.408,70.598,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-09-01,2016,9,0.31931,18.249,30.396,-0.121,1.757,14.724,69.444,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-10-01,2016,10,0.3496,14.069,29.054,-0.217,1.542,15.928,70.207,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-11-01,2016,11,0.34034,12.808,27.881,-0.235,1.702,19.541,69.75,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2016-12-01,2016,12,0.3351,22.952,31.288,-0.401,1.703,19.541,65.436,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2017-01-01,2017,1,0.35439,16.191,30.927,-0.452,1.742,16.551,67.337,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2017-02-01,2017,2,0.3789,22.569,27.685,0.273,1.706,17.803,65.554,-14.0,14.0
0,-14.5,13.5,-13.5,14.5,2017-03-01,2017,3,0.3939,25.033,28.619,0.049,1.53,20.969,65.429,-14.0,14.0
